text,label
I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,46
I would like some help getting a refund back from a seller. It still isn't showing up on my statement and I requested this a long time ago. I'm not sure why it's not returned yet. Can you assist me in getting this money back?,51
My card is missing.,41
How do I exchange my GBP to AUD?,33
How do you determine your exchange rates?,32
I still have not received an answer as to why I was charged $1.00 in a transaction?,34
"There seems to be an additional charge of £1 on my statement, what is the reason for this?",34
My bags were stolen. I need a new card but need to cancel the stolen one.,41
"I've just moved address from a place in Durham to a place in Walton-On-The-Naze.  I have a new landlord at my new house and they haven't got my payment but I know I sent it on time, can you check they got it please?",66
Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?,28
"My transfer failed, why?",35
There is a cash withdrawl I don't remember.,20
Can you make exchanges with the EUR?,36
Does this app allow currencies to be exchanged?,33
I need to change a transfer.,8
My cheque is slow to cash,6
A seller is stating that they haven't received money yet when the money has already deducted from my account.,53
My credit card payment has been in pending status for a super long time.  I don't get it.  Why is it like this?  When will it go through?,45
"I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice?",63
I've made a bank transfer but the money doesn't seem to be in my account.,5
"I tried to withdraw cash, but got declined!",26
Why was I not able to get cash from the ATM?,26
I did not charge my account for that transaction.  That's an error.,16
I used my card to top-up but the money is gone!,62
Can I have more physical cards?,39
Why didn't my transfer complete?,35
Why isn't my google top-up pay working?,2
Help me with my contactless which isn't working.,23
My account transfer was blocked.,7
How do I transfer funds directly from my credit card?,62
"I initiated a payment a while ago and it is still showing as ""pending"", how long will it take to clear?",45
Are there charges for receiving a SEPA transfer?,56
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,13
What are the current exchange rates?,32
What locations are cards delivered to?,43
"Can my daughter also have a card issued in her name, but linked to my account?",39
Is a bank transfer acceptable for topping up my account?,65
Why has my money been returned back to my card.,53
"I have a transfer from the US, How long is the wait?",67
Are there discounts for frequent currency exchanges?,31
I am waiting for the money to enter my account. How long does it take?,67
I was wondering whether exchanging currencies can be done on this app.,33
Can someone assist me with explaining how I can unblock my pin?,49
Why was a transaction on my card declined?,25
"help, lost my card",41
"I was wondering why my payment hasn't gone through yet, its been a while.",45
Seems like my top-up has failed,59
can i use my mastercard to add money to my account,54
What's a verification code?,71
Problem verifying my account,68
I am not sure where my phone is.,42
The contactless payments are not working.,23
I have a duplicate payment on my account,63
What is not accepted in order for me to top up my account?,58
Are cheques accepted to my account? Mine didn't seem to work.,6
Can I activate my card?,0
Will this card work all over the world?,10
Why do you need verification for my identity?,74
Are there businesses that don't accept this card?,10
How long will it take to transfer from europe?,67
How long does it take for a transfer to finish pending?,48
Can I order a card?,43
I tried activating my bill of fare and it didn't workplace,0
What is the source of my money?,70
Why did it decline my payment?,25
Can I get a card in the US?,24
I got my new card but I am not sure if it need s activated and how?,0
where can I change my address?,30
"Hello,  I noticed the money for an item I purchased online and have already received has been returned to my checking account. Was there an issue with the merchant accepting my payment? Or, possibly, with the bank sending it?",53
